zip_code,sub_grade,grade,int_rate,term,fico_range_low,fico_range_high,inq_last_6mths,revol_util,addr_state,annual_inc,pub_rec,mths_since_last_record,loan_amnt,dti,emp_length,is_bad
940xx,B3,B,11.71,3,705,709,2,56.2,CA,92500.0,0,0,12000,15.97,3,0
941xx,B1,B,9.91,3,740,744,0,49.4,CA,61e3,0,0,25000,10.35,9,0
967xx,B2,B,10.65,3,705,709,1,48.5,HI,36e3,0,0,6000,14.43,1,0
940xx,A3,A,7.51,3,745,749,1,55.6,CA,68e3,0,0,12000,7.08,1,0
900xx,B3,B,11.71,3,705,709,1,48.4,CA,8e4,0,0,14400,16.35,1,0
111xx,B4,B,12.42,3,680,684,0,65.5,NY,43e3,0,0,10000,11.58,1,0
100xx,B3,B,11.71,3,700,704,0,56.2,NY,15e4,0,0,8000,2.48,1,0
891xx,D1,D,16.29,3,665,669,0,72.9,NV,5e4,0,0,8000,13.22,5,1
773xx,B4,B,12.42,6,755,759,0,3.2,TX,7e4,0,0,30000,0.94,3,1
945xx,D2,D,16.77,6,700,704,3,73.4,CA,4e4,0,0,18000,18.42,6,1
191xx,B3,B,11.71,3,705,709,1,67.2,PA,35e3,0,0,13250,22.35,2,0
902xx,C2,C,14.27,3,685,689,0,96.2,CA,8e4,0,0,14000,16.21,6,0
997xx,E5,E,20.3,6,665,669,2,83.1,AK,59e3,0,0,20000,20.91,1,1
104xx,D1,D,16.29,3,680,684,1,96.4,NY,4e4,0,0,10000,24.39,1,0
076xx,E5,E,20.3,6,685,689,0,74.5,NJ,85e3,0,0,35000,20.16,5,0
972xx,A1,A,6.03,3,755,759,0,43.8,OR,55e3,0,0,4000,7.05,1,0
951xx,B1,B,9.91,3,710,714,0,81.3,CA,11e4,0,0,13000,8.38,6,0
538xx,B5,B,12.69,3,720,724,0,67.5,WI,1e5,0,0,28000,12.35,5,0
021xx,C1,C,13.49,3,670,674,0,79.1,MA,62e3,0,0,10000,11.52,3,0
304xx,A4,A,7.9,3,745,749,1,74.9,GA,45e3,0,0,20000,9.25,1,0
331xx,B1,B,9.91,3,730,734,1,62.5,FL,11e4,0,0,18000,10.0,5,0
950xx,E4,E,19.91,6,680,684,1,91.1,CA,6e4,0,0,9000,22.56,3,1
112xx,E1,E,18.64,6,685,689,0,60.8,NY,61500.0,0,0,25000,12.6,1,1
113xx,B3,B,11.71,3,695,699,0,88.3,NY,33e3,0,0,10000,8.69,3,0
070xx,A1,A,6.03,3,765,769,0,12.9,NJ,61e3,0,0,4200,8.92,3,0
956xx,C4,C,15.27,6,715,719,1,80.3,CA,78216.0,0,0,20000,10.79,1,1
234xx,D3,D,17.27,6,705,709,2,86.7,VA,62e3,0,0,18000,7.82,1,1
308xx,D1,D,16.29,3,680,684,1,69.4,GA,50964.0,0,0,24000,8.83,2,0
809xx,C4,C,15.27,3,665,669,2,33.5,CO,43680.0,0,0,4475,18.79,3,0
913xx,C3,C,14.65,6,725,729,1,59.9,CA,56e3,0,0,20000,12.15,2,0
071xx,B4,B,12.42,3,680,684,0,80.8,NJ,50700.0,0,0,12000,22.49,5,0
363xx,D4,D,17.58,6,690,694,1,83.7,AL,6e4,0,0,18000,21.96,0,0
296xx,B4,B,12.42,3,695,699,2,89.7,SC,3e4,0,0,5000,23.84,2,1
240xx,A1,A,6.03,3,750,754,0,29.4,VA,5e4,0,0,3000,5.5,5,0
830xx,E2,E,19.03,6,695,699,2,91.5,WY,75e3,0,0,25000,19.63,1,0
113xx,E2,E,19.03,6,675,679,1,85.2,NY,9e4,0,0,18000,11.32,3,0
028xx,B1,B,9.91,3,705,709,0,75.5,RI,55e3,0,0,12000,13.0,1,1
011xx,C4,C,15.27,3,675,679,1,52.7,MA,5e4,0,0,20000,4.34,1,0
919xx,C1,C,13.49,3,690,694,0,68.7,CA,84e3,0,0,10000,13.87,3,0
300xx,B4,B,12.42,3,690,694,0,74.9,GA,155e3,0,0,15000,17.85,6,0
212xx,A4,A,7.9,3,725,729,0,57.7,MD,62e3,0,0,12000,8.71,1,0
760xx,B2,B,10.65,6,750,754,0,34.1,TX,175e3,0,0,20000,5.23,2,0
100xx,B3,B,11.71,3,695,699,1,84.3,NY,3e4,0,0,6300,7.2,2,0
622xx,D2,D,16.77,6,700,704,1,56.7,IL,5e4,0,0,20000,22.82,7,0
207xx,D3,D,17.27,6,725,729,0,23.5,MD,208e3,0,0,35000,7.94,8,0
140xx,C5,C,15.96,6,695,699,1,7.7,NY,35004.0,0,0,8250,15.6,2,0
707xx,B5,B,12.69,6,725,729,0,54.8,LA,85e3,0,0,20000,10.21,7,0
331xx,B3,B,11.71,3,695,699,0,59.6,FL,32e3,0,0,10000,21.83,5,1
336xx,A5,A,8.9,3,765,769,4,8.1,FL,116400.0,0,0,24000,3.94,1,1
619xx,B5,B,12.69,3,695,699,2,79.5,IL,4e4,0,0,14400,20.16,9,0
208xx,C3,C,14.65,3,670,674,2,88.5,MD,34e3,0,0,6000,21.39,7,0
618xx,C5,C,15.96,3,675,679,1,85.1,IL,73e3,0,0,22000,22.47,5,0
014xx,B3,B,11.71,3,695,699,0,68.5,MA,57200.0,0,0,12000,16.36,1,1
644xx,D2,D,16.77,3,665,669,1,64.2,MO,114e3,0,0,16000,17.2,1,0
113xx,B2,B,10.65,3,710,714,1,59.4,NY,9e4,0,0,10000,11.16,1,0
283xx,E2,E,19.03,6,670,674,0,56.2,NC,54e3,0,0,16000,16.89,8,0
405xx,B5,B,12.69,3,695,699,1,84.6,KY,35e3,0,0,10000,12.03,2,1
330xx,C1,C,13.49,3,675,679,2,54.2,FL,56e3,0,0,3500,10.35,7,0
276xx,B1,B,9.91,3,710,714,0,79.0,NC,35e3,0,0,9600,16.49,5,0
109xx,A4,A,7.9,3,725,729,1,63.7,NY,4e4,0,0,9875,24.03,1,0
631xx,D4,D,17.58,6,690,694,1,81.8,MO,59e3,0,0,21500,22.86,2,0
336xx,A4,A,7.9,3,730,734,1,26.0,FL,48e3,0,0,4800,13.0,6,0
895xx,A1,A,6.03,3,770,774,1,6.2,NV,85e3,0,0,7800,0.78,1,0
770xx,C2,C,14.27,3,705,709,1,89.0,TX,7e4,0,0,20000,6.21,1,0
967xx,A3,A,7.51,3,735,739,1,51.7,HI,35e3,0,0,9750,29.04,4,1
243xx,C5,C,15.96,6,710,714,2,67.0,VA,91e3,0,0,18000,23.41,6,0
923xx,A1,A,6.03,3,760,764,0,25.6,CA,3e4,0,0,5000,16.48,9,0
117xx,C3,C,14.65,3,675,679,1,50.0,NY,45e3,1,85,9000,17.01,4,0
331xx,A4,A,7.9,3,710,714,0,46.1,FL,55e3,0,0,7200,11.98,1,0
330xx,E2,E,19.03,6,670,674,2,79.4,FL,53004.0,0,0,3000,10.73,3,0
941xx,E3,E,19.42,6,685,689,0,94.9,CA,6e4,0,0,25000,20.04,1,1
917xx,C4,C,15.27,3,690,694,2,70.6,CA,82e3,0,0,25000,18.5,8,0
960xx,C5,C,15.96,3,665,669,1,77.2,CA,53e3,0,0,10000,13.09,1,0
181xx,B5,B,12.69,3,695,699,1,71.1,PA,35360.0,0,0,8875,23.11,5,1
330xx,B3,B,11.71,3,710,714,0,89.8,FL,54e3,0,0,15550,23.36,1,0
076xx,C4,C,15.27,6,715,719,2,62.7,NJ,65e3,0,0,17000,16.84,8,0
900xx,B5,B,12.69,3,705,709,2,35.5,CA,65e3,0,0,7500,4.41,5,0
922xx,A5,A,8.9,3,720,724,0,69.5,CA,28800.0,0,0,8875,24.29,6,0
432xx,D3,D,17.27,3,675,679,0,68.5,OH,42e3,0,0,4500,4.34,1,0
787xx,B4,B,12.42,3,690,694,1,66.9,TX,36e3,0,0,5800,21.67,3,0
070xx,B3,B,11.71,3,705,709,1,47.4,NJ,4e4,0,0,10000,22.26,2,0
303xx,B1,B,9.91,3,715,719,0,88.6,GA,5e4,0,0,10000,19.06,4,0
945xx,B3,B,11.71,3,710,714,1,57.9,CA,52e3,0,0,14000,12.97,1,0
224xx,E2,E,19.03,6,685,689,1,87.9,VA,85e3,0,0,25000,17.15,3,0
975xx,A5,A,8.9,3,715,719,0,59.2,OR,32e3,0,0,12000,6.75,3,1
330xx,A4,A,7.9,3,765,769,2,45.0,FL,75e3,0,0,24000,10.58,6,0
105xx,C2,C,14.27,3,680,684,1,59.0,NY,8e4,0,0,14000,3.3,1,0
853xx,A5,A,8.9,3,715,719,0,72.2,AZ,40246.0,0,0,12000,17.08,7,0
088xx,B5,B,12.69,6,735,739,1,65.7,NJ,3e4,0,0,15000,24.76,3,1
986xx,B5,B,12.69,3,695,699,0,81.3,WA,36e3,0,0,8050,14.8,1,1
950xx,B2,B,10.65,3,685,689,0,12.4,CA,6e4,1,90,5600,16.36,6,0
928xx,B1,B,9.91,3,705,709,0,57.3,CA,31200.0,0,0,7500,12.35,3,0
218xx,B3,B,11.71,3,695,699,0,93.8,MD,9e4,0,0,7000,12.19,1,0
652xx,A4,A,7.9,3,720,724,0,77.0,MO,4e4,0,0,5400,10.89,4,0
191xx,B4,B,12.42,3,720,724,2,65.2,PA,9e4,0,0,16000,13.67,1,0
782xx,B4,B,12.42,6,740,744,0,25.0,TX,105e3,0,0,35000,16.53,9,0
410xx,A4,A,7.9,6,795,799,0,10.0,KY,30084.0,0,0,6000,1.68,1,1
480xx,B5,B,12.69,6,740,744,4,37.6,MI,36e3,0,0,4125,17.73,1,0
941xx,D1,D,16.29,3,665,669,2,44.9,CA,67e3,0,0,9800,21.01,4,0
331xx,D5,D,18.25,6,680,684,1,63.0,FL,63e3,0,0,15700,17.43,1,0
331xx,A2,A,6.62,3,730,734,0,56.0,FL,276e3,0,0,5000,1.82,1,0
432xx,B3,B,11.71,3,705,709,0,88.9,OH,26400.0,1,91,9900,14.09,6,0
328xx,B3,B,11.71,3,685,689,0,54.9,FL,24e3,0,0,4000,7.5,0,0
325xx,B3,B,11.71,3,720,724,0,82.2,FL,68400.0,0,0,15000,5.7,3,0
540xx,C5,C,15.96,3,675,679,3,88.8,WI,29120.0,0,0,6250,20.85,1,0
540xx,D1,D,16.29,3,670,674,1,94.6,WI,29120.0,0,0,6400,17.97,1,0
891xx,C1,C,13.49,6,715,719,0,84.7,NV,89122.0,0,0,8850,7.67,1,0
088xx,C4,C,15.27,3,670,674,1,61.0,NJ,54e3,0,0,12000,17.07,4,0
719xx,A5,A,8.9,3,735,739,1,25.2,AR,3e4,0,0,15000,6.48,5,0
982xx,C2,C,14.27,3,670,674,0,81.5,WA,3e4,0,0,6500,10.12,4,0
065xx,C5,C,15.96,3,670,674,1,81.2,CT,5e4,0,0,8000,16.34,1,0
067xx,F2,F,21.28,6,675,679,2,74.5,CT,92e3,0,0,30000,17.57,6,0
081xx,C3,C,14.65,3,690,694,2,74.3,NJ,100500.0,0,0,15000,14.56,1,0
954xx,C2,C,14.27,3,690,694,1,80.6,CA,4e4,0,0,10200,16.53,3,0
346xx,B4,B,12.42,3,675,679,0,47.2,FL,47e3,0,0,9000,19.1,5,0
347xx,D1,D,16.29,3,670,674,1,92.4,FL,68e3,0,0,6500,21.85,3,0
480xx,F2,F,21.28,6,700,704,0,99.3,MI,95e3,0,0,23000,8.94,8,0
925xx,A4,A,7.9,3,705,709,0,79.2,CA,39600.0,0,0,2000,5.09,4,0
926xx,C1,C,13.49,3,690,694,2,44.1,CA,3e4,0,0,8000,14.48,3,0
410xx,A3,A,7.51,3,730,734,0,83.7,KY,3e4,0,0,8875,28.4,1,0
442xx,E1,E,18.64,3,675,679,3,99.8,OH,17e3,0,0,1500,4.59,1,1
194xx,B4,B,12.42,3,700,704,0,85.4,PA,42e3,0,0,8000,20.26,3,0
913xx,C3,C,14.65,6,730,734,2,74.9,CA,75e3,0,0,20000,16.51,1,1
025xx,B3,B,11.71,3,690,694,0,63.8,MA,42e3,0,0,6500,6.26,4,0
122xx,C1,C,13.49,3,685,689,2,84.9,NY,27e3,0,0,9600,10.22,3,0
173xx,B5,B,12.69,6,725,729,0,77.2,PA,13e4,0,0,25975,26.13,1,0
980xx,A4,A,7.9,3,730,734,0,50.1,WA,46e3,0,0,10000,10.46,5,0
282xx,B4,B,12.42,3,720,724,1,53.7,NC,8e4,0,0,15000,5.61,1,0
919xx,A2,A,6.62,3,760,764,1,44.0,CA,45e3,0,0,9000,22.05,3,0
112xx,A4,A,7.9,3,730,734,0,69.1,NY,72500.0,0,0,10000,27.92,2,0
080xx,C3,C,14.65,3,685,689,2,83.7,NJ,18408.0,1,114,1000,6.0,0,1
760xx,A4,A,7.9,3,720,724,0,62.3,TX,3e4,0,0,14000,15.2,2,0
194xx,C2,C,14.27,3,685,689,2,61.5,PA,5e4,0,0,8500,8.5,9,1
334xx,E2,E,19.03,6,670,674,2,75.9,FL,75e3,0,0,15000,2.82,9,0
120xx,C5,C,15.96,3,660,664,1,76.6,NY,65e3,0,0,4500,14.66,5,0
786xx,A3,A,7.51,3,725,729,0,56.0,TX,65e3,0,0,3000,27.91,1,0
082xx,B1,B,9.91,3,730,734,2,68.1,NJ,12e4,0,0,10000,7.98,4,0
641xx,D2,D,16.77,6,715,719,2,62.7,MO,42500.0,0,0,21250,19.93,5,0
114xx,C1,C,13.49,6,745,749,3,50.5,NY,75e3,0,0,33425,25.71,2,1
981xx,E3,E,19.42,6,700,704,2,66.1,WA,195e3,0,0,35000,11.72,8,0
766xx,C4,C,15.27,3,680,684,1,96.0,TX,54990.0,0,0,7200,20.95,4,0
850xx,B3,B,11.71,6,735,739,0,68.8,AZ,4e4,0,0,18000,18.18,1,1
766xx,A4,A,7.9,3,755,759,1,60.8,TX,137e3,0,0,23000,8.13,2,0
945xx,D2,D,16.77,6,700,704,2,41.0,CA,6e4,0,0,20000,9.46,1,1
113xx,D4,D,17.58,6,670,674,0,80.6,NY,30120.0,0,0,6000,15.54,3,0
229xx,A5,A,8.9,3,715,719,1,76.5,VA,46e3,0,0,7000,7.9,1,0
430xx,B5,B,12.69,3,705,709,1,63.0,OH,135e3,0,0,21000,8.52,8,0
218xx,A3,A,7.51,3,755,759,4,10.4,MD,31500.0,0,0,8250,17.87,0,0
941xx,B1,B,9.91,3,705,709,0,75.9,CA,65e3,0,0,13000,8.82,1,0
760xx,A2,A,6.62,3,790,794,0,25.0,TX,78e3,0,0,18000,6.35,2,0
850xx,A1,A,6.03,3,790,794,0,6.0,AZ,6e4,0,0,7200,2.54,5,0
840xx,A5,A,8.9,3,720,724,0,87.1,UT,48e3,0,0,16500,13.1,1,0
606xx,A4,A,7.9,3,730,734,1,63.6,IL,25e3,0,0,8125,24.34,1,0
926xx,A3,A,7.51,3,765,769,0,17.3,CA,82e3,0,0,18800,13.76,3,0
920xx,E2,E,19.03,3,710,714,1,98.0,CA,82e3,0,0,26800,21.59,1,0
744xx,A4,A,7.9,3,730,734,0,72.2,OK,42e3,0,0,19200,19.66,5,0
933xx,D4,D,17.58,6,695,699,1,86.1,CA,27600.0,0,0,12875,18.7,3,0
451xx,B4,B,12.42,3,690,694,1,52.7,OH,38e3,0,0,4000,19.64,5,0
900xx,D1,D,16.29,3,665,669,0,83.5,CA,35e3,0,0,4000,9.22,4,0
907xx,B1,B,9.91,3,715,719,0,74.9,CA,33e3,0,0,12000,18.8,1,0
891xx,B3,B,11.71,3,690,694,2,65.2,NV,52800.0,0,0,2625,14.52,1,0
728xx,C1,C,13.49,6,720,724,1,62.6,AR,40900.0,0,0,18000,13.7,1,0
159xx,B1,B,9.91,3,695,699,0,38.1,PA,73882.0,0,0,7000,11.45,1,0
333xx,B5,B,12.69,3,690,694,1,74.7,FL,36e3,0,0,11300,16.33,7,0
933xx,B1,B,9.91,3,720,724,3,85.0,CA,13e4,0,0,4000,10.05,1,0
293xx,A1,A,6.03,3,790,794,0,6.8,SC,57200.0,0,0,8000,4.72,1,0
028xx,D5,D,18.25,3,660,664,0,79.3,RI,51871.0,0,0,14400,7.82,5,1
945xx,B4,B,12.42,3,695,699,0,74.9,CA,15e3,0,0,4375,13.92,2,0
701xx,A3,A,7.51,3,735,739,1,72.1,LA,70197.0,0,0,4100,6.58,9,0
440xx,A5,A,8.9,3,710,714,3,31.4,OH,47e3,0,0,6000,14.43,7,0
852xx,D3,D,17.27,6,695,699,1,77.0,AZ,43e3,0,0,4200,10.13,9,1
271xx,A2,A,6.62,3,760,764,1,24.4,NC,12e4,0,0,4000,3.89,6,0
070xx,B2,B,10.65,3,705,709,2,64.6,NJ,86004.0,0,0,3000,13.37,1,1
773xx,B5,B,12.69,3,670,674,0,68.7,TX,75e3,0,0,5400,8.8,1,0
750xx,D1,D,16.29,3,670,674,0,84.1,TX,11e4,0,0,15000,21.99,1,1
850xx,E1,E,18.64,6,685,689,0,88.5,AZ,8e4,0,0,20000,23.47,3,0
920xx,B5,B,12.69,3,710,714,2,90.1,CA,44e3,0,0,10400,19.91,4,0
984xx,D4,D,17.58,6,685,689,1,67.7,WA,51600.0,0,0,4500,22.63,7,0
200xx,B4,B,12.42,3,690,694,0,89.6,DC,38500.0,0,0,11500,13.06,1,0
333xx,A2,A,6.62,3,760,764,2,5.9,FL,75e3,0,0,10000,24.85,4,0
301xx,C1,C,13.49,6,720,724,0,74.4,GA,37320.0,0,0,18225,20.8,1,0
117xx,A5,A,8.9,3,720,724,0,65.9,NY,55e3,0,0,3600,5.48,1,0
940xx,B3,B,11.71,6,760,764,0,10.4,CA,1e5,0,0,18500,0.72,2,0
811xx,D5,D,18.25,6,680,684,2,38.4,CO,7e4,0,0,16800,21.5,1,0
597xx,D3,D,17.27,3,665,669,1,92.5,MT,68e3,0,0,10000,17.15,8,1
945xx,D5,D,18.25,3,660,664,2,89.1,CA,66e3,0,0,15000,8.49,1,0
070xx,B3,B,11.71,3,705,709,1,35.7,NJ,85e3,0,0,8000,10.22,8,0
957xx,D2,D,16.77,6,715,719,0,82.9,CA,83004.0,0,0,25000,13.66,1,0
857xx,A4,A,7.9,3,730,734,0,81.0,AZ,51e3,0,0,16000,24.66,1,1
908xx,B2,B,10.65,3,700,704,0,15.7,CA,55e3,0,0,8000,11.56,2,0
236xx,A3,A,7.51,3,725,729,0,83.5,VA,47e3,0,0,7200,19.74,1,0
926xx,A3,A,7.51,3,735,739,1,51.8,CA,86e3,0,0,12000,13.3,4,0
773xx,C4,C,15.27,3,680,684,3,83.7,TX,48e3,0,0,2200,5.47,1,1
104xx,B5,B,12.69,6,725,729,0,66.9,NY,49e3,0,0,20000,17.78,1,0
165xx,B4,B,12.42,6,755,759,1,58.7,PA,85e3,0,0,28000,15.87,4,0
720xx,A3,A,7.51,3,745,749,1,62.4,AR,5e4,0,0,6000,23.86,2,0
105xx,E3,E,19.42,6,680,684,0,85.3,NY,105e3,0,0,25000,21.13,1,1
117xx,A5,A,8.9,6,750,754,0,37.6,NY,51204.0,0,0,8000,25.12,1,1
119xx,C4,C,15.27,3,725,729,1,7.7,NY,42996.0,0,0,14400,0.98,2,0
907xx,E2,E,19.03,6,695,699,0,97.4,CA,6e4,0,0,20000,18.06,5,0
211xx,C2,C,14.27,6,725,729,0,91.7,MD,85e3,0,0,25000,13.41,1,0
112xx,A5,A,8.9,3,735,739,2,18.8,NY,12e4,0,0,14050,2.21,3,0
359xx,C1,C,13.49,3,675,679,0,94.4,AL,62691.0,0,0,6000,3.16,1,0
195xx,B3,B,11.71,6,725,729,0,46.0,PA,36e3,0,0,16100,27.8,1,0
322xx,E5,E,20.3,6,685,689,2,76.5,FL,85e3,0,0,35000,16.39,3,1
900xx,A4,A,7.9,3,735,739,0,68.9,CA,49668.0,0,0,10525,7.27,4,0
084xx,C5,C,15.96,3,685,689,1,94.2,NJ,3e4,0,0,7200,5.2,2,0
969xx,B2,B,10.65,6,810,814,0,0.1,HI,4e4,0,0,18500,26.34,1,0
729xx,C1,C,13.49,3,690,694,2,74.4,AR,4e4,0,0,12000,16.2,1,0
606xx,B3,B,11.71,3,695,699,0,79.6,IL,1e5,0,0,12000,6.58,5,0
221xx,B3,B,11.71,3,690,694,2,83.4,VA,56312.0,0,0,3000,16.03,2,0
924xx,D1,D,16.29,3,665,669,1,79.5,CA,54011.0,0,0,9500,18.51,1,0
914xx,B4,B,12.42,3,715,719,2,61.1,CA,49110.32,0,0,19775,17.57,2,0
967xx,C3,C,14.65,6,715,719,3,89.4,HI,75e3,0,0,12000,16.13,1,1
981xx,C2,C,14.27,6,735,739,1,68.1,WA,95e3,0,0,28000,9.46,7,0
531xx,B4,B,12.42,3,725,729,0,94.0,WI,8e4,0,0,30000,22.23,2,0
920xx,B2,B,10.65,3,730,734,2,89.7,CA,55e3,0,0,16000,13.33,9,0
208xx,C3,C,14.65,3,685,689,1,46.7,MD,9e4,0,0,14500,5.24,8,0
201xx,C3,C,14.65,6,725,729,1,39.8,VA,68500.0,0,0,11700,18.17,3,0
940xx,B2,B,10.65,3,685,689,0,25.0,CA,1e5,0,0,4150,1.99,4,0
359xx,B3,B,11.71,6,735,739,0,67.8,AL,72e3,0,0,15000,26.48,1,0
912xx,D2,D,16.77,3,690,694,0,91.2,CA,7e4,0,0,24000,12.57,6,0
082xx,B4,B,12.42,3,715,719,1,69.3,NJ,37e3,0,0,21250,14.27,5,1
716xx,C2,C,14.27,3,680,684,1,71.3,AR,75e3,0,0,10000,13.46,1,0
956xx,D5,D,18.25,6,690,694,0,72.0,CA,75e3,0,0,25000,10.58,1,0
891xx,C5,C,15.96,3,665,669,2,93.5,NV,39e3,0,0,4000,21.91,6,0
112xx,B3,B,11.71,3,705,709,0,70.8,NY,6e4,0,0,15000,8.86,1,0
337xx,C1,C,13.49,6,715,719,0,79.3,FL,68e3,0,0,20000,9.09,3,0
841xx,D4,D,17.58,6,695,699,1,81.2,UT,11e4,0,0,15000,12.36,3,0
104xx,C5,C,15.96,3,680,684,1,52.2,NY,4e4,0,0,3600,12.78,3,0
917xx,E2,E,19.03,6,675,679,1,93.0,CA,31e3,0,0,6000,20.13,5,0
113xx,C4,C,15.27,3,680,684,2,75.2,NY,6e4,0,0,15000,10.72,1,1
956xx,D5,D,18.25,6,670,674,1,45.4,CA,43e3,0,0,12000,15.24,3,0
208xx,A3,A,7.51,3,735,739,2,52.1,MD,42e3,0,0,12375,28.06,6,0
323xx,B5,B,12.69,3,680,684,1,5.5,FL,3e4,0,0,4000,17.6,6,1
337xx,B2,B,10.65,3,705,709,0,40.6,FL,5e4,0,0,13000,20.11,1,0
308xx,A2,A,6.62,3,755,759,1,18.5,GA,39396.0,0,0,5000,8.16,1,0
928xx,C5,C,15.96,3,660,664,1,53.3,CA,98e3,0,0,5000,19.63,7,0
740xx,B3,B,11.71,3,745,749,3,94.8,OK,62500.0,0,0,26000,16.55,1,0
532xx,E1,E,18.64,6,685,689,2,85.5,WI,95e3,0,0,15000,17.97,8,0
179xx,E4,E,19.91,6,700,704,3,22.4,PA,45e3,1,92,4000,15.2,1,1
902xx,A4,A,7.9,3,730,734,2,34.1,CA,32400.0,0,0,8000,7.56,1,0
805xx,A4,A,7.9,3,725,729,0,91.2,CO,37800.0,0,0,1700,27.0,0,1
191xx,B1,B,9.91,3,725,729,1,66.2,PA,5e4,0,0,16000,15.1,1,0
114xx,B1,B,9.91,6,775,779,0,15.4,NY,114996.0,0,0,20000,11.19,1,0
983xx,C3,C,14.65,3,675,679,1,60.2,WA,54400.0,0,0,12000,13.81,6,1
207xx,B3,B,11.71,3,675,679,0,84.1,MD,72800.0,0,0,7000,24.64,7,0
300xx,E5,E,20.3,6,675,679,1,95.0,GA,42500.0,0,0,8000,14.23,1,1
100xx,G3,G,23.52,6,660,664,1,92.1,NY,61e3,0,0,13000,11.65,1,0
285xx,D1,D,16.29,3,680,684,1,93.3,NC,28e3,0,0,13000,12.9,1,1
551xx,F2,F,21.28,6,660,664,2,75.5,MN,12e4,0,0,20000,16.72,2,0
067xx,C1,C,13.49,3,680,684,0,46.6,CT,96e3,0,0,18000,16.4,8,0
982xx,D1,D,16.29,3,670,674,1,92.0,WA,83200.0,0,0,10000,17.03,3,0
658xx,C4,C,15.27,6,715,719,1,77.7,MO,45e3,0,0,22250,23.07,8,0
325xx,D4,D,17.58,6,700,704,1,25.3,FL,68809.0,0,0,24000,21.29,5,1
925xx,B4,B,12.42,3,680,684,0,74.4,CA,75e3,0,0,11200,22.88,3,1
085xx,B2,B,10.65,3,700,704,0,94.8,NY,52e3,0,0,7000,18.16,3,0
902xx,A1,A,6.03,3,765,769,0,12.4,CA,57600.0,0,0,8000,11.52,6,0
944xx,D2,D,16.77,6,720,724,0,84.5,CA,48500.0,0,0,22500,10.91,4,0
303xx,D3,D,17.27,3,660,664,1,88.5,GA,95e3,0,0,12000,11.1,2,0
606xx,C3,C,14.65,3,700,704,1,92.3,IL,58e3,0,0,22000,12.1,1,0
996xx,B2,B,10.65,3,700,704,1,55.2,AK,24e3,0,0,6200,19.95,1,0
232xx,B1,B,9.91,3,725,729,1,64.5,VA,58e3,0,0,15900,21.72,9,0
925xx,A5,A,8.9,3,700,704,0,53.0,CA,7e4,0,0,5000,16.17,0,0
027xx,A2,A,6.62,3,800,804,1,3.2,MA,104e3,0,0,16000,2.78,3,0
902xx,B3,B,11.71,3,720,724,1,61.8,CA,35e3,0,0,5000,4.01,4,0
194xx,C4,C,15.27,3,670,674,3,28.2,PA,53e3,0,0,3150,4.37,5,0
905xx,C2,C,14.27,3,690,694,1,68.5,CA,28e3,0,0,12000,8.49,2,1
600xx,A4,A,7.9,3,745,749,1,24.8,IL,118e3,0,0,28000,5.29,4,1
327xx,B4,B,12.42,3,670,674,0,82.3,FL,4e4,0,0,5000,22.59,1,0
551xx,B1,B,9.91,3,725,729,0,33.3,MN,42e3,0,0,3000,4.29,0,0
982xx,A4,A,7.9,3,735,739,0,85.3,WA,65e3,0,0,3000,4.89,1,1
900xx,A2,A,6.62,3,735,739,0,36.1,CA,25e3,0,0,8400,11.86,2,0
928xx,B2,B,10.65,3,685,689,0,72.8,CA,36e3,0,0,7000,24.0,1,0
604xx,E3,E,19.42,6,670,674,2,65.9,IL,45e3,1,117,18550,21.68,2,0
300xx,B1,B,9.91,3,710,714,0,93.5,GA,231252.0,0,0,2000,11.43,1,0
119xx,C3,C,14.65,6,710,714,2,47.8,NY,65e3,0,0,12000,14.44,3,0
325xx,D4,D,17.58,3,665,669,1,89.9,FL,32e3,0,0,8575,22.54,0,1
300xx,B4,B,12.42,6,740,744,0,44.2,GA,84996.0,0,0,28000,23.41,8,1
972xx,A4,A,7.9,3,735,739,1,89.4,OR,66e3,0,0,10000,12.42,6,0
711xx,E3,E,19.42,3,670,674,0,84.5,LA,92e3,0,0,25000,21.68,2,0
906xx,B3,B,11.71,3,700,704,0,92.1,CA,7e4,0,0,8000,20.21,1,0
444xx,D5,D,18.25,6,695,699,2,94.5,OH,49e3,0,0,16000,18.39,1,1
331xx,B3,B,11.71,3,720,724,0,76.0,FL,76896.0,0,0,25000,13.9,8,0
606xx,B1,B,9.91,3,695,699,0,64.2,IL,24e3,1,87,2000,13.5,1,0
770xx,C3,C,14.65,3,710,714,1,96.9,TX,6e4,0,0,16800,14.52,2,0
919xx,A5,A,8.9,3,710,714,0,60.6,CA,12e4,0,0,8000,10.52,3,0
062xx,B5,B,12.69,6,705,709,0,66.3,CT,57e3,0,0,12000,19.71,9,0
856xx,A4,A,7.9,3,725,729,0,77.7,AZ,8e4,0,0,11000,4.74,4,1
982xx,D1,D,16.29,3,660,664,2,90.0,WA,85e3,0,0,5000,22.81,6,1
775xx,D1,D,16.29,3,680,684,1,90.2,TX,14e4,0,0,18000,21.8,1,0
917xx,B5,B,12.69,3,695,699,3,65.3,CA,36e3,0,0,10000,15.9,6,1
432xx,B1,B,9.91,3,705,709,1,64.3,OH,7e4,0,0,5000,13.92,1,0
112xx,D1,D,16.29,3,670,674,0,79.1,NY,51360.0,0,0,10000,16.61,4,0
