"","loan_amnt","term","emp_length","home_ownership","annual_inc","addr_state","dti","delinq_2yrs","inq_last_6mths","open_acc","pub_rec","revol_bal","revol_util","total_acc","pub_rec_bankruptcies","fico","is_bad"
"276",35000,3,5,"RENT",85000,"IL",17.73,0,0,7,0,16720,61.5,13,0,737,0
"277",18000,3,5,"RENT",78000,"NY",7,0,1,6,0,17769,66.3,10,0,742,0
"278",14000,3,1,"OWN",45600,"WV",19.74,0,0,5,0,15846,63.9,10,0,742,1
"279",5000,3,2,"RENT",70000,"TX",20.06,0,1,14,0,13543,54.2,26,0,687,0
"280",8000,3,4,"RENT",70000,"IL",14.04,0,2,10,0,24072,91.9,30,0,677,0
"281",10000,3,9,"MORTGAGE",80000,"MA",12.99,0,0,7,0,27644,45.2,17,0,752,0
"282",10000,3,5,"RENT",50000,"NJ",4.63,0,2,8,0,6592,25.7,25,0,742,0
"283",12000,3,1,"MORTGAGE",35000,"CO",18.51,0,0,10,0,8198,75.7,13,0,687,0
"284",23200,3,3,"MORTGAGE",65000,"MI",27.99,0,0,10,0,36381,47,34,0,742,0
"285",18000,6,1,"MORTGAGE",84000,"CT",11.41,0,3,11,0,22542,83.2,23,0,712,0
"286",4800,3,1,"MORTGAGE",75000,"WV",9.3,0,1,13,0,22195,73.7,18,0,667,0
"287",7300,3,6,"RENT",35000,"VA",16.42,0,1,10,0,9628,44.6,17,0,697,0
"288",10400,3,6,"RENT",40000,"FL",11.67,0,2,7,0,11624,80.6,19,0,732,0
"289",6600,3,1,"MORTGAGE",1e+05,"FL",15.53,0,2,10,0,2171,27.8,30,0,712,0
"290",12000,3,7,"OWN",40000,"NJ",9.45,0,0,12,0,13756,37.4,20,0,717,0
"291",13250,3,1,"RENT",52000,"NY",23.7,0,0,8,0,15002,91.5,18,0,672,0
"292",12000,3,3,"RENT",92500,"CA",15.97,0,2,11,0,9558,56.2,21,0,707,0
"293",25000,3,9,"RENT",61000,"CA",10.35,0,0,5,0,23712,49.4,10,0,742,0
"294",6000,3,1,"RENT",36000,"HI",14.43,0,1,5,0,13626,48.5,9,0,707,0
"295",12000,3,1,"MORTGAGE",68000,"CA",7.08,0,1,7,0,15433,55.6,34,0,747,0
"296",14400,3,1,"RENT",80000,"CA",16.35,0,1,10,0,19983,48.4,16,0,707,0
"297",10000,3,1,"RENT",43000,"NY",11.58,0,0,13,0,13034,65.5,33,0,682,0
"298",8000,3,1,"RENT",150000,"NY",2.48,1,0,5,0,9722,56.2,8,0,702,0
"299",8000,3,5,"RENT",50000,"NV",13.22,0,0,9,0,5106,72.9,12,0,667,1
"300",30000,6,3,"RENT",70000,"TX",0.94,0,0,7,0,1159,3.2,14,0,757,1
"301",18000,6,6,"OWN",40000,"CA",18.42,0,3,7,0,11147,73.4,20,0,702,1
"302",13250,3,2,"OWN",35000,"PA",22.35,0,1,16,0,10014,67.2,21,0,707,0
"303",14000,3,6,"RENT",80000,"CA",16.21,0,0,8,0,11546,96.2,11,0,687,0
"304",20000,6,1,"OWN",59000,"AK",20.91,0,2,16,0,32137,83.1,32,0,667,1
"305",10000,3,1,"RENT",40000,"NY",24.39,0,1,7,0,11665,96.4,18,0,682,0
"306",35000,6,5,"RENT",85000,"NJ",20.16,0,0,11,0,31306,74.5,24,0,687,0
"307",4000,3,1,"RENT",55000,"OR",7.05,0,0,7,0,2189,43.8,18,0,757,0
"308",13000,3,6,"RENT",110000,"CA",8.38,0,0,8,0,9599,81.3,14,0,712,0
"309",28000,3,5,"RENT",1e+05,"WI",12.35,0,0,7,0,5739,67.5,15,0,722,0
"310",10000,3,3,"RENT",62000,"MA",11.52,0,0,9,0,16462,79.1,20,0,672,0
"311",20000,3,1,"RENT",45000,"GA",9.25,0,1,8,0,14386,74.9,10,0,747,0
"312",18000,3,5,"RENT",110000,"FL",10,0,1,8,0,12371,62.5,22,0,732,0
"313",9000,6,3,"RENT",60000,"CA",22.56,0,1,17,0,21321,91.1,30,0,682,1
"314",25000,6,1,"RENT",61500,"NY",12.6,1,0,11,0,24278,60.8,25,0,687,1
"315",10000,3,3,"RENT",33000,"NY",8.69,0,0,6,0,6621,88.3,9,0,697,0
"316",4200,3,3,"RENT",61000,"NJ",8.92,0,0,7,0,4228,12.9,16,0,767,0
"317",20000,6,1,"OWN",78216,"CA",10.79,0,1,8,0,25161,80.3,21,0,717,1
"318",18000,6,1,"MORTGAGE",62000,"VA",7.82,0,2,8,0,11273,86.7,30,0,707,1
"319",24000,3,2,"RENT",50964,"GA",8.83,1,1,7,0,16318,69.4,13,0,682,0
"320",4475,3,3,"RENT",43680,"CO",18.79,0,2,17,0,4489,33.5,29,0,667,0
"321",20000,6,2,"MORTGAGE",56000,"CA",12.15,0,1,9,0,19348,59.9,15,0,727,0
"322",12000,3,5,"RENT",50700,"NJ",22.49,0,0,12,0,18682,80.8,18,0,682,0
"323",5000,3,2,"RENT",30000,"SC",23.84,0,2,8,0,7980,89.7,40,0,697,1
"324",3000,3,5,"RENT",50000,"VA",5.5,0,0,7,0,9616,29.4,15,0,752,0
"325",25000,6,1,"RENT",75000,"WY",19.63,0,2,9,0,24150,91.5,13,0,697,0
"326",18000,6,3,"RENT",90000,"NY",11.32,0,1,10,0,13371,85.2,16,0,677,0
"327",12000,3,1,"RENT",55000,"RI",13,0,0,10,0,11774,75.5,17,0,707,1
"328",20000,3,1,"MORTGAGE",50000,"MA",4.34,0,1,6,0,6855,52.7,12,0,677,0
"329",10000,3,3,"RENT",84000,"CA",13.87,0,0,8,0,6046,68.7,10,0,692,0
"330",15000,3,6,"OWN",155000,"GA",17.85,0,0,14,0,68319,74.9,41,0,692,0
"331",12000,3,1,"MORTGAGE",62000,"MD",8.71,0,0,10,0,18125,57.7,15,0,727,0
"332",20000,6,2,"MORTGAGE",175000,"TX",5.23,0,0,12,0,16008,34.1,39,0,752,0
"333",6300,3,2,"RENT",30000,"NY",7.2,0,1,6,0,6274,84.3,11,0,697,0
"334",20000,6,7,"RENT",50000,"IL",22.82,0,1,12,0,16565,56.7,22,0,702,0
"335",35000,6,8,"MORTGAGE",208000,"MD",7.94,0,0,11,0,3761,23.5,79,0,727,0
"336",8250,6,2,"MORTGAGE",35004,"NY",15.6,2,1,13,0,4479,7.7,21,0,697,0
"337",20000,6,7,"OWN",85000,"LA",10.21,0,0,13,0,17537,54.8,31,0,727,0
"338",10000,3,5,"RENT",32000,"FL",21.83,0,0,11,0,7346,59.6,23,0,697,1
"339",24000,3,1,"MORTGAGE",116400,"FL",3.94,0,4,14,0,3885,8.1,31,0,767,1
"340",14400,3,9,"MORTGAGE",40000,"IL",20.16,0,2,8,0,12248,79.5,13,0,697,0
"341",6000,3,7,"RENT",34000,"MD",21.39,0,2,7,0,6546,88.5,13,0,672,0
"342",22000,3,5,"MORTGAGE",73000,"IL",22.47,0,1,16,0,26721,85.1,32,0,677,0
"343",12000,3,1,"RENT",57200,"MA",16.36,0,0,11,0,22059,68.5,17,0,697,1
"344",16000,3,1,"MORTGAGE",114000,"MO",17.2,0,1,17,0,23096,64.2,34,0,667,0
"345",10000,3,1,"MORTGAGE",90000,"NY",11.16,0,1,15,0,30660,59.4,22,0,712,0
"346",16000,6,8,"MORTGAGE",54000,"NC",16.89,0,0,9,0,13771,56.2,22,0,672,0
"347",10000,3,2,"RENT",35000,"KY",12.03,0,1,10,0,10472,84.6,15,0,697,1
"348",3500,3,7,"RENT",56000,"FL",10.35,0,2,14,0,6943,54.2,37,0,677,0
"349",9600,3,5,"RENT",35000,"NC",16.49,0,0,8,0,10980,79,16,0,712,0
"350",9875,3,1,"MORTGAGE",40000,"NY",24.03,0,1,11,0,24129,63.7,16,0,727,0
"351",21500,6,2,"OWN",59000,"MO",22.86,0,1,13,0,18723,81.8,16,0,692,0
"352",4800,3,6,"RENT",48000,"FL",13,0,1,7,0,2936,26,13,0,732,0
"353",7800,3,1,"OWN",85000,"NV",0.78,0,1,7,0,3878,6.2,12,0,772,0
"354",20000,3,1,"MORTGAGE",70000,"TX",6.21,0,1,6,0,12377,89,14,0,707,0
"355",9750,3,4,"RENT",35000,"HI",29.04,0,1,9,0,13275,51.7,19,0,737,1
"356",18000,6,6,"MORTGAGE",91000,"VA",23.41,0,2,13,0,46957,67,38,0,712,0
"357",5000,3,9,"MORTGAGE",30000,"CA",16.48,0,0,7,0,5881,25.6,16,0,762,0
"358",9000,3,4,"RENT",45000,"NY",17.01,1,1,21,1,10464,50,51,1,677,0
"359",7200,3,1,"RENT",55000,"FL",11.98,0,0,11,0,5862,46.1,14,0,712,0
"360",3000,6,3,"RENT",53004,"FL",10.73,1,2,3,0,1985,79.4,12,0,672,0
"361",25000,6,1,"RENT",60000,"CA",20.04,0,0,12,0,17035,94.9,24,0,687,1
"362",25000,3,8,"OWN",82000,"CA",18.5,0,2,7,0,18223,70.6,23,0,692,0
"363",10000,3,1,"RENT",53000,"CA",13.09,0,1,9,0,23870,77.2,19,0,667,0
"364",8875,3,5,"MORTGAGE",35360,"PA",23.11,0,1,9,0,13003,71.1,13,0,697,1
"365",15550,3,1,"RENT",54000,"FL",23.36,0,0,9,0,22455,89.8,16,0,712,0
"366",17000,6,8,"RENT",65000,"NJ",16.84,0,2,11,0,12923,62.7,16,0,717,0
"367",7500,3,5,"RENT",65000,"CA",4.41,0,2,15,0,5927,35.5,22,0,707,0
"368",8875,3,6,"OWN",28800,"CA",24.29,0,0,10,0,8890,69.5,23,0,722,0
"369",4500,3,1,"RENT",42000,"OH",4.34,0,0,3,0,3424,68.5,3,0,677,0
"370",5800,3,3,"RENT",36000,"TX",21.67,0,1,9,0,6558,66.9,20,0,692,0
"371",10000,3,2,"RENT",40000,"NJ",22.26,0,1,8,0,11145,47.4,17,0,707,0
"372",10000,3,4,"RENT",50000,"GA",19.06,0,0,11,0,10898,88.6,28,0,717,0
"373",14000,3,1,"RENT",52000,"CA",12.97,0,1,6,0,13008,57.9,8,0,712,0
"374",25000,6,3,"MORTGAGE",85000,"VA",17.15,1,1,7,0,15814,87.9,19,0,687,0
"375",12000,3,3,"RENT",32000,"OR",6.75,0,0,9,0,5329,59.2,12,0,717,1
"376",24000,3,6,"OWN",75000,"FL",10.58,0,2,9,0,26098,45,22,0,767,0
"377",14000,3,1,"RENT",80000,"NY",3.3,0,1,10,0,7085,59,14,0,682,0
"378",12000,3,7,"MORTGAGE",40246,"AZ",17.08,0,0,7,0,14573,72.2,24,0,717,0
"379",15000,6,3,"OWN",30000,"NJ",24.76,0,1,7,0,16876,65.7,17,0,737,1
"380",8050,3,1,"RENT",36000,"WA",14.8,0,0,4,0,12000,81.3,7,0,697,1
"381",5600,3,6,"RENT",60000,"CA",16.36,1,0,11,1,2238,12.4,25,1,687,0
"382",7500,3,3,"RENT",31200,"CA",12.35,0,0,14,0,7790,57.3,18,0,707,0
"383",7000,3,1,"RENT",90000,"MD",12.19,0,0,13,0,28060,93.8,25,0,697,0
"384",5400,3,4,"RENT",40000,"MO",10.89,0,0,5,0,8855,77,15,0,722,0
"385",16000,3,1,"RENT",90000,"PA",13.67,0,2,11,0,22488,65.2,19,0,722,0
"386",35000,6,9,"MORTGAGE",105000,"TX",16.53,0,0,9,0,15523,25,38,0,742,0
"387",6000,6,1,"RENT",30084,"KY",1.68,0,0,6,0,2192,10,15,0,797,1
"388",4125,6,1,"MORTGAGE",36000,"MI",17.73,0,4,5,0,5346,37.6,21,0,742,0
"389",9800,3,4,"RENT",67000,"CA",21.01,0,2,14,0,21366,44.9,18,0,667,0
"390",15700,6,1,"MORTGAGE",63000,"FL",17.43,0,1,12,0,9196,63,16,0,682,0
"391",5000,3,1,"RENT",276000,"FL",1.82,0,0,7,0,15175,56,18,0,732,0
"392",9900,3,6,"RENT",26400,"OH",14.09,0,0,4,1,7911,88.9,11,1,707,0
"393",15000,3,3,"MORTGAGE",68400,"FL",5.7,0,0,5,0,9368,82.2,9,0,722,0
"394",6250,3,1,"RENT",29120,"WI",20.85,0,3,5,0,5771,88.8,12,0,677,0
"395",6400,3,1,"RENT",29120,"WI",17.97,0,1,6,0,5866,94.6,14,0,672,0
"396",8850,6,1,"MORTGAGE",89122,"NV",7.67,0,0,17,0,5633,84.7,38,0,717,0
"397",12000,3,4,"MORTGAGE",54000,"NJ",17.07,0,1,10,0,15723,61,34,0,672,0
"398",15000,3,5,"MORTGAGE",30000,"AR",6.48,0,1,6,0,5649,25.2,10,0,737,0
"399",6500,3,4,"MORTGAGE",30000,"WA",10.12,0,0,5,0,10843,81.5,9,0,672,0
"400",8000,3,1,"RENT",50000,"CT",16.34,1,1,10,0,7634,81.2,18,0,672,0
"401",30000,6,6,"MORTGAGE",92000,"CT",17.57,0,2,17,0,36497,74.5,62,0,677,0
"402",15000,3,1,"MORTGAGE",100500,"NJ",14.56,0,2,8,0,11736,74.3,14,0,692,0
"403",10200,3,3,"RENT",40000,"CA",16.53,0,1,7,0,9428,80.6,10,0,692,0
"404",9000,3,5,"MORTGAGE",47000,"FL",19.1,0,0,7,0,4012,47.2,17,0,677,0
"405",6500,3,3,"MORTGAGE",68000,"FL",21.85,0,1,11,0,10075,92.4,17,0,672,0
"406",23000,6,8,"MORTGAGE",95000,"MI",8.94,0,0,9,0,9826,99.3,35,0,702,0
"407",2000,3,4,"RENT",39600,"CA",5.09,0,0,8,0,2058,79.2,13,0,707,0
"408",8000,3,3,"OWN",30000,"CA",14.48,0,2,11,0,6266,44.1,21,0,692,0
"409",8875,3,1,"RENT",30000,"KY",28.4,0,0,11,0,29470,83.7,27,0,732,0
"410",1500,3,1,"RENT",17000,"OH",4.59,0,3,10,0,1497,99.8,15,0,677,1
"411",8000,3,3,"RENT",42000,"PA",20.26,0,0,4,0,12035,85.4,11,0,702,0
"412",20000,6,1,"RENT",75000,"CA",16.51,0,2,10,0,21513,74.9,16,0,732,1
"413",6500,3,4,"RENT",42000,"MA",6.26,0,0,5,0,10139,63.8,11,0,692,0
"414",9600,3,3,"MORTGAGE",27000,"NY",10.22,0,2,12,0,7387,84.9,27,0,687,0
"415",25975,6,1,"MORTGAGE",130000,"PA",26.13,0,0,15,0,93718,77.2,29,0,727,0
"416",10000,3,5,"MORTGAGE",46000,"WA",10.46,0,0,12,0,10763,50.1,17,0,732,0
"417",15000,3,1,"MORTGAGE",80000,"NC",5.61,0,1,8,0,10746,53.7,17,0,722,0
"418",9000,3,3,"MORTGAGE",45000,"CA",22.05,0,1,7,0,14022,44,17,0,762,0
"419",10000,3,2,"RENT",72500,"NY",27.92,0,0,7,0,10638,69.1,23,0,732,0
"420",14000,3,2,"RENT",30000,"TX",15.2,0,0,8,0,13581,62.3,28,0,722,0
"421",8500,3,9,"RENT",50000,"PA",8.5,0,2,15,0,9354,61.5,27,0,687,1
"422",15000,6,9,"RENT",75000,"FL",2.82,0,2,9,0,11379,75.9,12,0,672,0
"423",4500,3,5,"MORTGAGE",65000,"NY",14.66,0,1,20,0,18611,76.6,34,0,662,0
"424",3000,3,1,"MORTGAGE",65000,"TX",27.91,0,0,10,0,38905,56,19,0,727,0
"425",10000,3,4,"MORTGAGE",120000,"NJ",7.98,0,2,7,0,21440,68.1,35,0,732,0
"426",21250,6,5,"MORTGAGE",42500,"MO",19.93,0,2,7,0,18352,62.7,13,0,717,0
"427",33425,6,2,"MORTGAGE",75000,"NY",25.71,0,3,10,0,50670,50.5,43,0,747,1
"428",35000,6,8,"RENT",195000,"WA",11.72,0,2,17,0,29573,66.1,27,0,702,0
"429",7200,3,4,"RENT",54990,"TX",20.95,0,1,16,0,9119,96,24,0,682,0
"430",18000,6,1,"RENT",40000,"AZ",18.18,0,0,6,0,12806,68.8,12,0,737,1
"431",23000,3,2,"MORTGAGE",137000,"TX",8.13,0,1,11,0,17564,60.8,37,0,757,0
"432",20000,6,1,"RENT",60000,"CA",9.46,0,2,13,0,16326,41,30,0,702,1
"433",6000,6,3,"RENT",30120,"NY",15.54,0,0,8,0,8136,80.6,11,0,672,0
"434",7000,3,1,"RENT",46000,"VA",7.9,0,1,7,0,8717,76.5,18,0,717,0
"435",21000,3,8,"MORTGAGE",135000,"OH",8.52,0,1,11,0,30361,63,24,0,707,0
"436",13000,3,1,"RENT",65000,"CA",8.82,0,0,10,0,22554,75.9,18,0,707,0
"437",18000,3,2,"MORTGAGE",78000,"TX",6.35,0,0,8,0,16136,25,13,0,792,0
"438",7200,3,5,"MORTGAGE",60000,"AZ",2.54,0,0,6,0,3859,6,20,0,792,0
"439",16500,3,1,"RENT",48000,"UT",13.1,0,0,7,0,21329,87.1,25,0,722,0
"440",8125,3,1,"RENT",25000,"IL",24.34,0,1,13,0,19296,63.6,21,0,732,0
"441",18800,3,3,"MORTGAGE",82000,"CA",13.76,1,0,14,0,14477,17.3,24,0,767,0
"442",26800,3,1,"MORTGAGE",82000,"CA",21.59,0,1,12,0,26919,98,31,0,712,0
"443",19200,3,5,"MORTGAGE",42000,"OK",19.66,0,0,13,0,28727,72.2,24,0,732,0
"444",12875,6,3,"RENT",27600,"CA",18.7,0,1,4,0,5595,86.1,7,0,697,0
"445",4000,3,5,"MORTGAGE",38000,"OH",19.64,0,1,11,0,11130,52.7,16,0,692,0
"446",4000,3,4,"RENT",35000,"CA",9.22,0,0,7,0,8247,83.5,13,0,667,0
"447",12000,3,1,"OWN",33000,"CA",18.8,0,0,5,0,17229,74.9,10,0,717,0
"448",2625,3,1,"MORTGAGE",52800,"NV",14.52,0,2,8,0,8343,65.2,21,0,692,0
"449",18000,6,1,"MORTGAGE",40900,"AR",13.7,0,1,10,0,11963,62.6,19,0,722,0
"450",7000,3,1,"RENT",73882,"PA",11.45,0,0,10,0,16783,38.1,10,0,697,0
"451",11300,3,7,"MORTGAGE",36000,"FL",16.33,0,1,9,0,18905,74.7,22,0,692,0
"452",4000,3,1,"MORTGAGE",130000,"CA",10.05,0,3,12,0,13212,85,22,0,722,0
"453",8000,3,1,"MORTGAGE",57200,"SC",4.72,0,0,18,0,7764,6.8,47,0,792,0
"454",14400,3,5,"RENT",51871,"RI",7.82,0,0,5,0,8092,79.3,9,0,662,1
"455",4375,3,2,"OWN",15000,"CA",13.92,0,0,3,0,2847,74.9,5,0,697,0
"456",4100,3,9,"MORTGAGE",70197,"LA",6.58,0,1,7,0,24138,72.1,12,0,737,0
"457",6000,3,7,"RENT",47000,"OH",14.43,0,3,8,0,3917,31.4,14,0,712,0
"458",4200,6,9,"RENT",43000,"AZ",10.13,0,1,9,0,8843,77,19,0,697,1
"459",4000,3,6,"MORTGAGE",120000,"NC",3.89,0,1,13,0,11947,24.4,31,0,762,0
"460",3000,3,1,"MORTGAGE",86004,"NJ",13.37,0,2,8,0,23964,64.6,35,0,707,1
"461",5400,3,1,"MORTGAGE",75000,"TX",8.8,0,0,6,0,10376,68.7,33,0,672,0
"462",15000,3,1,"RENT",110000,"TX",21.99,2,0,12,0,40370,84.1,24,0,672,1
"463",20000,6,3,"MORTGAGE",80000,"AZ",23.47,0,0,8,0,11952,88.5,13,0,687,0
"464",10400,3,4,"RENT",44000,"CA",19.91,0,2,6,0,13695,90.1,21,0,712,0
"465",4500,6,7,"MORTGAGE",51600,"WA",22.63,0,1,8,0,13739,67.7,13,0,687,0
"466",11500,3,1,"RENT",38500,"DC",13.06,0,0,8,0,10838,89.6,15,0,692,0
"467",10000,3,4,"RENT",75000,"FL",24.85,0,2,19,0,3548,5.9,40,0,762,0
"468",18225,6,1,"MORTGAGE",37320,"GA",20.8,0,0,8,0,17404,74.4,12,0,722,0
"469",3600,3,1,"RENT",55000,"NY",5.48,0,0,8,0,9550,65.9,18,0,722,0
"470",18500,6,2,"RENT",1e+05,"CA",0.72,0,0,7,0,6149,10.4,10,0,762,0
"471",16800,6,1,"MORTGAGE",70000,"CO",21.5,0,2,10,0,10296,38.4,18,0,682,0
"472",10000,3,8,"RENT",68000,"MT",17.15,0,1,7,0,6754,92.5,16,0,667,1
"473",15000,3,1,"MORTGAGE",66000,"CA",8.49,2,2,10,0,17258,89.1,28,0,662,0
"474",8000,3,8,"RENT",85000,"NJ",10.22,0,1,12,0,15938,35.7,29,0,707,0
"475",25000,6,1,"RENT",83004,"CA",13.66,0,0,10,0,22388,82.9,19,0,717,0
"476",16000,3,1,"RENT",51000,"AZ",24.66,0,0,8,0,29485,81,28,0,732,1
"477",8000,3,2,"RENT",55000,"CA",11.56,0,0,9,0,9004,15.7,10,0,702,0
"478",7200,3,1,"MORTGAGE",47000,"VA",19.74,0,0,12,0,16106,83.5,32,0,727,0
"479",12000,3,4,"RENT",86000,"CA",13.3,0,1,16,0,13715,51.8,25,0,737,0
"480",2200,3,1,"OWN",48000,"TX",5.47,0,3,3,0,10130,83.7,7,0,682,1
"481",20000,6,1,"RENT",49000,"NY",17.78,0,0,10,0,12064,66.9,26,0,727,0
"482",28000,6,4,"MORTGAGE",85000,"PA",15.87,0,1,10,0,23199,58.7,31,0,757,0
"483",6000,3,2,"MORTGAGE",50000,"AR",23.86,0,1,8,0,22282,62.4,23,0,747,0
"484",25000,6,1,"RENT",105000,"NY",21.13,0,0,16,0,28380,85.3,42,0,682,1
"485",8000,6,1,"RENT",51204,"NY",25.12,0,0,16,0,20888,37.6,40,0,752,1
"486",14400,3,2,"RENT",42996,"NY",0.98,0,1,3,0,62,7.7,3,0,727,0
"487",20000,6,5,"RENT",60000,"CA",18.06,0,0,11,0,29665,97.4,28,0,697,0
"488",25000,6,1,"MORTGAGE",85000,"MD",13.41,0,0,11,0,25856,91.7,31,0,727,0
"489",14050,3,3,"MORTGAGE",120000,"NY",2.21,0,2,9,0,2217,18.8,13,0,737,0
"490",6000,3,1,"OWN",62691,"AL",3.16,0,0,5,0,6704,94.4,19,0,677,0
"491",16100,6,1,"MORTGAGE",36000,"PA",27.8,0,0,10,0,13481,46,33,0,727,0
"492",35000,6,3,"OWN",85000,"FL",16.39,0,2,10,0,18515,76.5,40,0,687,1
"493",10525,3,4,"RENT",49668,"CA",7.27,0,0,4,0,10881,68.9,9,0,737,0
"494",7200,3,2,"RENT",30000,"NJ",5.2,0,1,2,0,1884,94.2,7,0,687,0
"495",18500,6,1,"OWN",40000,"HI",26.34,0,0,8,0,8,0.1,27,0,812,0
"496",12000,3,1,"MORTGAGE",40000,"AR",16.2,0,2,15,0,14582,74.4,27,0,692,0
"497",12000,3,5,"MORTGAGE",1e+05,"IL",6.58,0,0,10,0,17590,79.6,11,0,697,0
"498",3000,3,2,"RENT",56312,"VA",16.03,0,2,6,0,10014,83.4,13,0,692,0
"499",9500,3,1,"RENT",54011,"CA",18.51,0,1,9,0,18757,79.5,40,0,667,0
"500",19775,3,2,"RENT",49110.32,"CA",17.57,0,2,10,0,19672,61.1,15,0,717,0
"501",12000,6,1,"RENT",75000,"HI",16.13,0,3,14,0,16664,89.4,28,0,717,1
"502",28000,6,7,"MORTGAGE",95000,"WA",9.46,0,1,9,0,17936,68.1,29,0,737,0
"503",30000,3,2,"RENT",80000,"WI",22.23,0,0,8,0,22177,94,33,0,727,0
"504",16000,3,9,"MORTGAGE",55000,"CA",13.33,0,2,8,0,8705,89.7,19,0,732,0
"505",14500,3,8,"RENT",90000,"MD",5.24,0,1,17,0,15077,46.7,28,0,687,0
"506",11700,6,3,"RENT",68500,"VA",18.17,0,1,12,0,7203,39.8,21,0,727,0
"507",4150,3,4,"RENT",1e+05,"CA",1.99,0,0,7,0,4255,25,8,0,687,0
"508",15000,6,1,"MORTGAGE",72000,"AL",26.48,0,0,8,0,10982,67.8,15,0,737,0
"509",24000,3,6,"RENT",70000,"CA",12.57,0,0,10,0,9043,91.2,13,0,692,0
"510",21250,3,5,"RENT",37000,"NJ",14.27,0,1,8,0,14899,69.3,21,0,717,1
"511",10000,3,1,"OWN",75000,"AR",13.46,0,1,9,0,19535,71.3,18,0,682,0
"512",25000,6,1,"MORTGAGE",75000,"CA",10.58,0,0,13,0,14608,72,29,0,692,0
"513",4000,3,6,"RENT",39000,"NV",21.91,0,2,6,0,8038,93.5,15,0,667,0
"514",15000,3,1,"RENT",60000,"NY",8.86,0,0,11,0,14615,70.8,15,0,707,0
"515",20000,6,3,"RENT",68000,"FL",9.09,0,0,7,0,19736,79.3,19,0,717,0
"516",15000,6,3,"MORTGAGE",110000,"UT",12.36,0,1,5,0,7717,81.2,10,0,697,0
"517",3600,3,3,"RENT",40000,"NY",12.78,0,1,5,0,3447,52.2,6,0,682,0
"518",6000,6,5,"OWN",31000,"CA",20.13,0,1,5,0,7996,93,14,0,677,0
"519",15000,3,1,"RENT",60000,"NY",10.72,0,2,7,0,12333,75.2,18,0,682,1
"520",12000,6,3,"RENT",43000,"CA",15.24,0,1,14,0,7949,45.4,14,0,672,0
"521",12375,3,6,"RENT",42000,"MD",28.06,0,2,13,0,13538,52.1,34,0,737,0
"522",4000,3,6,"RENT",30000,"FL",17.6,0,1,8,0,1296,5.5,20,0,682,1
"523",13000,3,1,"MORTGAGE",50000,"FL",20.11,0,0,13,0,13810,40.6,15,0,707,0
"524",5000,3,1,"MORTGAGE",39396,"GA",8.16,0,1,6,0,3305,18.5,30,0,757,0
"525",5000,3,7,"OWN",98000,"CA",19.63,0,1,11,0,32705,53.3,14,0,662,0
"526",26000,3,1,"RENT",62500,"OK",16.55,0,3,4,0,25215,94.8,16,0,747,0
"527",15000,6,8,"MORTGAGE",95000,"WI",17.97,0,2,15,0,30810,85.5,24,0,687,0
"528",4000,6,1,"RENT",45000,"PA",15.2,0,3,5,1,3722,22.4,11,1,702,1
"529",8000,3,1,"RENT",32400,"CA",7.56,0,2,9,0,6290,34.1,15,0,732,0
"530",16000,3,1,"RENT",50000,"PA",15.1,0,1,9,0,13577,66.2,26,0,727,0
"531",20000,6,1,"MORTGAGE",114996,"NY",11.19,0,0,14,0,7747,15.4,20,0,777,0
"532",12000,3,6,"RENT",54400,"WA",13.81,0,1,14,0,13239,60.2,33,0,677,1
"533",7000,3,7,"MORTGAGE",72800,"MD",24.64,0,0,12,0,7299,84.1,33,0,677,0
"534",8000,6,1,"RENT",42500,"GA",14.23,0,1,10,0,9870,95,24,0,677,1
"535",13000,6,1,"RENT",61000,"NY",11.65,0,1,10,0,18427,92.1,14,0,662,0
"536",13000,3,1,"RENT",28000,"NC",12.9,0,1,4,0,6901,93.3,8,0,682,1
"537",20000,6,2,"OWN",120000,"MN",16.72,0,2,12,0,23789,75.5,43,0,662,0
"538",18000,3,8,"MORTGAGE",96000,"CT",16.4,0,0,16,0,14828,46.6,37,0,682,0
"539",10000,3,3,"RENT",83200,"WA",17.03,0,1,8,0,12603,92,15,0,672,0
"540",22250,6,8,"RENT",45000,"MO",23.07,0,1,9,0,15695,77.7,23,0,717,0
"541",24000,6,5,"RENT",68809,"FL",21.29,0,1,10,0,3343,25.3,20,0,702,1
"542",11200,3,3,"RENT",75000,"CA",22.88,0,0,8,0,25673,74.4,13,0,682,1
"543",7000,3,3,"RENT",52000,"NY",18.16,0,0,11,0,4170,94.8,13,0,702,0
"544",8000,3,6,"RENT",57600,"CA",11.52,0,0,8,0,8311,12.4,12,0,767,0
"545",22500,6,4,"RENT",48500,"CA",10.91,0,0,7,0,23080,84.5,12,0,722,0
"546",12000,3,2,"RENT",95000,"GA",11.1,0,1,9,0,15037,88.5,19,0,662,0
"547",22000,3,1,"RENT",58000,"IL",12.1,0,1,11,0,20666,92.3,28,0,702,0
"548",6200,3,1,"MORTGAGE",24000,"AK",19.95,0,1,10,0,18210,55.2,11,0,702,0
"549",15900,3,9,"MORTGAGE",58000,"VA",21.72,0,1,7,0,20393,64.5,15,0,727,0
"550",16000,3,3,"MORTGAGE",104000,"MA",2.78,0,1,10,0,1935,3.2,24,0,802,0
"551",5000,3,4,"RENT",35000,"CA",4.01,0,1,3,0,4263,61.8,3,0,722,0
